Name,Address,Latitude,Longitude,Provider1,Providerprice1,Provider2,Providerprice2,Provider3,Providerprice3,Provider4,Providerprice4,Provider5,Providerprice5,URL
Hyperion Hotel Berlin,"Prager Str. 12, 10779 Berlín Alemania",52.49376678,13.3332901,Booking.com,,Hotels.com,,Expedia,89.8794,Official Site,,Agoda.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d282731-Reviews-Hyperion_Hotel_Berlin-Berlin.html
Leonardo Hotel Berlin Mitte,"Bertolt-Brecht-Platz 4, 10117 Berlín Alemania",52.52274323,13.38610363,Booking.com,,Hotels.com,,Expedia,89.3497,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d6896648-Reviews-Leonardo_Hotel_Berlin_Mitte-Berlin.html
Novum Hotel City B,"Potsdamer Str. 129, 10783 Berlín Alemania",52.49763489,13.36221218,Booking.com,,Hotels.com,,Expedia,88.5184,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d593360-Reviews-Novum_Hotel_City_B-Berlin.html
Leonardo Royal Hotel Berlin Alexanderplatz,"Otto-Braun-Strasse 90, 10249 Berlín Alemania",52.52722168,13.42348003,Booking.com,,Hotels.com,,Expedia,88.3481,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1237145-Reviews-Leonardo_Royal_Hotel_Berlin_Alexanderplatz-Berlin.html
Hotel Goldmarie,"Warschauer Str. 58, 10243 Berlín Alemania",52.50935364,13.45167828,Booking.com,,Hotels.com,,Expedia,88.1222,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d13323812-Reviews-Hotel_Goldmarie-Berlin.html
Schulz Hotel Berlin Wall,"Stralauer Platz 36, 10243 Berlín Alemania",52.50841141,13.43427944,Booking.com,,Hotels.com,,Expedia,87.3527,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d15077735-Reviews-Schulz_Hotel_Berlin_Wall-Berlin.html
Catalonia Berlin Mitte,"Koepenicker Str. 80-82, 10179 Berlín Alemania",52.51118088,13.41589642,Booking.com,,Hotels.com,,Expedia,85.0872,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d6453995-Reviews-Catalonia_Berlin_Mitte-Berlin.html
numa l Sketch Rooms & Apartments,"Gruenberger Str. 54, 10245 Berlín Alemania",52.51176453,13.45587158,Official Site,,Booking.com,,Expedia,84.7778,Hotels.com,,Agoda.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d22981955-Reviews-Numa_l_Sketch_Rooms_Apartments-Berlin.html
Hotel-Pension Cortina,"Kantstr. 140, 10623 Berlín Alemania",52.50587082,13.31910324,Booking.com,,Hotels.com,,Expedia,84.3833,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d611810-Reviews-Hotel_Pension_Cortina-Berlin.html
Best Western Hotel Am Spittelmarkt,"Neue Grunstrasse 28, 10179 Berlín Alemania",52.51009369,13.4052887,Booking.com,,Hotels.com,,Expedia,83.6588,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1082337-Reviews-Best_Western_Hotel_Am_Spittelmarkt-Berlin.html
Best Western Hotel Berlin-Mitte,"Albrechtstrasse 25/Ecke Reinhardtstrasse, 10117 Berlín Alemania",52.52367401,13.38379383,Booking.com,,Hotels.com,,Expedia,83.6588,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d651595-Reviews-Best_Western_Hotel_Berlin_Mitte-Berlin.html
TWO Hotel Berlin by Axel,"Bundesallee 31A,, 10717 Berlín Alemania",52.49035263,13.3306427,Booking.com,,Hotels.com,,Expedia,82.5505,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d2722016-Reviews-TWO_Hotel_Berlin_by_Axel-Berlin.html
Novum Hotel Kronprinz Berlin,"Kronprinzendamm 1, 10711 Berlín Alemania",52.49729919,13.28714848,Booking.com,,Hotels.com,,Expedia,80.4297,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d199391-Reviews-Novum_Hotel_Kronprinz_Berlin-Berlin.html
SORAT Hotel Berlin,"Bayreuther Str. 44, 10787 Berlín Alemania",52.5033989,13.34432602,Booking.com,,Hotels.com,,Official Hotel,80.0564,Agoda.com,,Expedia,,https://www.tripadvisor.es/Hotel_Review-g187323-d233863-Reviews-SORAT_Hotel_Berlin-Berlin.html
NH Berlin City Ost,"Rathausstr. 2-3 Lichtenberg, 10367 Berlín Alemania",52.51359558,13.48193645,Booking.com,,Hotels.com,,NH Hotels,80.04,Agoda.com,,Expedia,,https://www.tripadvisor.es/Hotel_Review-g187323-d230440-Reviews-NH_Berlin_City_Ost-Berlin.html
"Holiday Inn Express Berlin City Centre, an IHG Hotel","Stresemannstr. 49, 10963 Berlín Alemania",52.50190353,13.38524914,Booking.com,,Hotels.com,,Expedia,79.6412,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d563485-Reviews-Holiday_Inn_Express_Berlin_City_Centre_an_IHG_Hotel-Berlin.html
Victor's Residenz-Hotel Berlin-Tegel,"Hollaenderstr. 31, 13407 Berlín Alemania",52.56232071,13.35484219,Booking.com,,Hotels.com,,Official Hotel,79.3964,Agoda.com,,Expedia,,https://www.tripadvisor.es/Hotel_Review-g187323-d293263-Reviews-Victor_s_Residenz_Hotel_Berlin_Tegel-Berlin.html
Good Morning + Berlin City East,"Ruschestrasse 45, 10367 Berlín Alemania",52.52204132,13.48512936,Booking.com,,Hotels.com,,Expedia,77.1366,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d233882-Reviews-Good_Morning_Berlin_City_East-Berlin.html
aletto Hotel Potsdamer Platz,"Luckenwalder Str. 12-14, 12629 Berlín Alemania",52.50005722,13.37598991,Booking.com,,Hotels.com,,Expedia,75.538,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d20372175-Reviews-Aletto_Hotel_Potsdamer_Platz-Berlin.html
IntercityHotel Berlin Ostbahnhof,"Am Ostbahnhof 5, 10243 Berlín Alemania",52.51015472,13.43348503,Booking.com,,Hotels.com,,Expedia,75.4953,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d230872-Reviews-IntercityHotel_Berlin_Ostbahnhof-Berlin.html
Novum Hotel Aldea Berlin Centrum,"Buelowstrasse 19-22, 10783 Berlín Alemania",52.49791336,13.36040974,Booking.com,,Hotels.com,,Expedia,75.4847,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d23448487-Reviews-Novum_Hotel_Aldea_Berlin_Centrum-Berlin.html
Leonardo Hotel Berlin,"Wilmersdorfer Str. 32, 10585 Berlín Alemania",52.51273727,13.30468178,Booking.com,,Hotels.com,,Expedia,75.293,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1383563-Reviews-Leonardo_Hotel_Berlin-Berlin.html
Comfort Hotel Lichtenberg,"Rhinstr. 159, 10315 Berlín Alemania",52.53360748,13.51791954,Booking.com,,Hotels.com,,Expedia,74.8014,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d199425-Reviews-Comfort_Hotel_Lichtenberg-Berlin.html
Pension ABC,"Kurfuerstenstr. 20, 10785 Berlín Alemania",52.49944305,13.3653574,Booking.com,,Hotels.com,,Expedia,74.1527,Agoda.com,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d567442-Reviews-Pension_ABC-Berlin.html
City Hotel Berlin East,"Landsberger Allee 203, 13055 Berlín Alemania",52.53358078,13.47774506,Booking.com,,Hotels.com,,Expedia,73.6602,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1468164-Reviews-City_Hotel_Berlin_East-Berlin.html
St. Christopher's Inn Berlin,"Rosa-Luxemburg-Str. 39-41, 10178 Berlín Alemania",52.52680588,13.41078091,Booking.com,,Hotels.com,,Expedia,71.9843,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d305995-Reviews-St_Christopher_s_Inn_Berlin-Berlin.html
The Social Hub Berlin,"Alexanderstrasse 40, 10179 Berlín Alemania",52.5176506,13.41828346,Booking.com,,Hotels.com,,Expedia,69.1168,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d17694520-Reviews-The_Social_Hub_Berlin-Berlin.html
aletto Hotel Kudamm,"Hardenbergstrasse 21, 10623 Berlín Alemania",52.50647736,13.3296423,Booking.com,,Hotels.com,,Expedia,67.8862,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d2332338-Reviews-Aletto_Hotel_Kudamm-Berlin.html
Hostel 199,"Danziger Str. 199, 10407 Berlín Alemania",52.53063965,13.44365025,Hotels.com,,Booking.com,,Expedia,66.927,Agoda.com,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d12923257-Reviews-Hostel_199-Berlin.html
Hotel Romy By Amano,"Invalidenstr. 53 A, 10557 Berlín Alemania",52.52708817,13.37042046,Booking.com,,Hotels.com,,Official Hotel Site,65.3333,Expedia,78.5277,Agoda.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d23581256-Reviews-Hotel_Romy_By_Amano-Berlin.html
Hotel Bleibtreu Berlin by Golden Tulip,"Bleibtreustraße 31, 10707 Berlín Alemania",52.50017166,13.31940746,Booking.com,,Hotels.com,,Expedia,65.2539,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d217902-Reviews-Hotel_Bleibtreu_Berlin_by_Golden_Tulip-Berlin.html
Hotel Amano,"Auguststrasse 43, 10119 Berlín Alemania",52.52823639,13.40270233,Booking.com,,Hotels.com,,Official Hotel,64.9287,Expedia,72.8098,Agoda.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1431781-Reviews-Hotel_Amano-Berlin.html
Arte Luise Kunsthotel,"Luisenstr. 19, 10117 Berlín Alemania",52.52168655,13.37951279,Booking.com,,Hotel Website,,Expedia,64.6997,Hotels.com,,Agoda.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d240273-Reviews-Arte_Luise_Kunsthotel-Berlin.html
Alper Hotel am Potsdamer Platz,"Potsdamer Str. 82-84, 10785 Berlín Alemania",52.50344467,13.36586094,Booking.com,,Hotels.com,,Expedia,64.5483,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d680265-Reviews-Alper_Hotel_am_Potsdamer_Platz-Berlin.html
LINDEMANN'S,"Potsdamer Str. 171-173, 10783 Berlín Alemania",52.49371338,13.36133099,Booking.com,,Hotels.com,,Expedia,63.5381,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1006459-Reviews-LINDEMANN_S-Berlin.html
Generator Berlin Prenzlauer Berg,"Storkower Str. 160 Prenzlauer Berg, 10407 Berlín Alemania",52.52967453,13.45556259,Booking.com,,Hotels.com,,Expedia,56.6216,Official SIte,,Agoda.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d277122-Reviews-Generator_Berlin_Prenzlauer_Berg-Berlin.html
Europa City Hotel,"Konstanzer Str. 60, 10707 Berlín Alemania",52.49781799,13.31196213,Booking.com,,Hotels.com,,Expedia,50.1953,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d947107-Reviews-Europa_City_Hotel-Berlin.html
a&o Berlin Mitte,"Koepenicker Str. 127-129, 10179 Berlín Alemania",52.50876236,13.42423916,Booking.com,,Hotels.com,,Expedia,44.6217,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d483216-Reviews-A_o_Berlin_Mitte-Berlin.html
12 Monkeys Hostel Alexanderplatz,"Greifswalder Str. 26, 10405 Berlín Alemania",52.53170013,13.42835045,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d19749832-Reviews-12_Monkeys_Hostel_Alexanderplatz-Berlin.html
1st Floor Hostel,"Neue Bahnhofstr. 1, 10245 Berlín Alemania",52.50468063,13.46914959,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d5971908-Reviews-1st_Floor_Hostel-Berlin.html
1stfloor Hostel Berlin,"Neue Bahnhofstr. 1, 10245 Berlín Alemania",52.50468063,13.46914959,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d579006-Reviews-1stfloor_Hostel_Berlin-Berlin.html
2 Independent Luxury Lofts Side by Side,"15 Habersaathstrasse Souterrain Down the Stairs, 1st Apt Door to the Left, 2nd Apt Door at the End of the Corridor, 10115 Berlín Alemania",52.53138733,13.37561035,Booking.com,,Agoda.com,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d23243302-Reviews-2_Independent_Luxury_Lofts_Side_by_Side-Berlin.html
21apart Space Mitte Spree,"Am Zirkus 6, 10117 Berlín Alemania",52.52283859,13.38685989,Booking.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d17468102-Reviews-21apart_Space_Mitte_Spree-Berlin.html
2A Hostel,"Saalestr. 76, 12055 Berlín Alemania",52.46976471,13.44401646,Hotels.com,,Expedia,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d2476319-Reviews-2A_Hostel-Berlin.html
36 Rooms Hostel,"Spreewaldplatz 8 Kreuzberg, 10999 Berlín Alemania",52.49839783,13.43124962,Booking.com,,Agoda.com,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1462359-Reviews-36_Rooms_Hostel-Berlin.html
6rooms,"Dovestr. 9, 10587 Berlín Alemania",52.52085876,13.32040977,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d6731410-Reviews-6rooms-Berlin.html
A I Hotel Koenigshof,"Stuttgarter Platz 7, 10627 Berlín Alemania",52.50559235,13.30458832,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d567440-Reviews-A_I_Hotel_Koenigshof-Berlin.html
A&B Apartment & Boardinghouse,"Glogauer Str. 2, 10999 Berlín Alemania",52.49464798,13.43841267,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d3140648-Reviews-A_B_Apartment_Boardinghouse-Berlin.html
A&B Apartment & Boardinghouse Berlin,"Wilhelmstr. 15, 10963 Berlín Alemania",52.50260925,13.38864994,Agoda.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1792863-Reviews-A_B_Apartment_Boardinghouse_Berlin-Berlin.html
a&o Berlin Central Station,"Lehrter Str. 12-15, 10557 Berlín Alemania",52.52910614,13.36367989,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1784985-Reviews-A_o_Berlin_Central_Station-Berlin.html
a&o Berlin Friedrichshain,"Boxhagener Str. 73, 10245 Berlín Alemania",52.50705338,13.46908092,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d289002-Reviews-A_o_Berlin_Friedrichshain-Berlin.html
a&o Berlin Kolumbus,"Genslerstr. 18, 13055 Berlín Alemania",52.53920746,13.49824429,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d232608-Reviews-A_o_Berlin_Kolumbus-Berlin.html
A25 Hotel,"A25 Hotel Heinrich-Gruber-Str. 26, 12621 Berlín Alemania",52.5138588,13.59084797,Booking.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d21144757-Reviews-A25_Hotel-Berlin.html
A25Hotel,"Hagenstrasse 1a, 13125 Berlín Alemania",52.61024475,13.47448254,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d20807214-Reviews-A25Hotel-Berlin.html
AapHotel,"Allee der Kosmonauten 32, 12681 Berlín Alemania",52.52515411,13.53031731,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d5536719-Reviews-AapHotel-Berlin.html
ABACUS Tierpark Hotel,"Franz-Mett-Str. 3-9, 10319 Berlín Alemania",52.50039291,13.520751,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d200271-Reviews-ABACUS_Tierpark_Hotel-Berlin.html
Abba Berlin Hotel,"Lietzenburger Str. 89, 10719 Berlín Alemania",52.49969482,13.32143402,Booking.com,,Hotels.com,,Official Site,,Agoda.com,,Expedia,,https://www.tripadvisor.es/Hotel_Review-g187323-d1483688-Reviews-Abba_Berlin_Hotel-Berlin.html
ABM Berlin,"Leipziger Str. 61, 10117 Berlín Alemania",52.51115036,13.39517975,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d7653425-Reviews-ABM_Berlin-Berlin.html
about:berlin Hotel,"Tauentzienstrasse 8, 10789 Berlín Alemania",52.50367737,13.33882427,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d199417-Reviews-About_berlin_Hotel-Berlin.html
AC Hotel by Marriott Berlin Humboldthain Park,"Hochstrasse 3, 13357 Berlín Alemania",52.54947281,13.38417435,Booking.com,,Hotels.com,,Expedia,,Agoda.com,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d13451254-Reviews-AC_Hotel_by_Marriott_Berlin_Humboldthain_Park-Berlin.html
Acama Kreuzberg Hotel+Hostel,"Tempelhofer Ufer 8-9, 10963 Berlín Alemania",52.49813461,13.3865509,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d618894-Reviews-Acama_Kreuzberg_Hotel_Hostel-Berlin.html
Acama Schöneberg Hotel+Hostel,"Grunewaldstr. 33, 10823 Berlín Alemania",52.48949814,13.34697628,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d659784-Reviews-Acama_Schoneberg_Hotel_Hostel-Berlin.html
Accordo Hotel Apartmenthaus,"Gotlindestr. 40, 10365 Berlín Alemania",52.51858902,13.49777031,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d10333364-Reviews-Accordo_Hotel_Apartmenthaus-Berlin.html
Ackselhaus,"Belforter Str. 21, 10405 Berlín Alemania",52.532444,13.41878891,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d559592-Reviews-Ackselhaus-Berlin.html
acora Berlin Living the City,"Franklinstr. 25, 10587 Berlín Alemania",52.51986313,13.32621193,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d23710086-Reviews-Acora_Berlin_Living_the_City-Berlin.html
Act of Balance Boardinghouse,"Reichenberger Str. 116, 10999 Berlín Alemania",52.49473953,13.43375015,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1484540-Reviews-Act_of_Balance_Boardinghouse-Berlin.html
Adapt Apartments Berlin,"Erich-Thilo-Str. 3 12489 Berlin, 12489 Berlín Alemania",52.4327507,13.53200531,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d7940668-Reviews-Adapt_Apartments_Berlin-Berlin.html
ADELANTE Boutique Hotel,"Borsigstr. 1, 10115 Berlín Alemania",52.52825928,13.39115238,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1726496-Reviews-ADELANTE_Boutique_Hotel-Berlin.html
Adlernest Pension,"Adlergestell 554-556, 12527 Berlín Alemania",52.41191101,13.57577038,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d6609376-Reviews-Adlernest_Pension-Berlin.html
Aeronaut powered by Pearl 1 Living and Yachting Hospitality,"Hermannstr. 227, 12049 Berlín Alemania",52.48056793,13.42574024,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d23330807-Reviews-Aeronaut_powered_by_Pearl_1_Living_and_Yachting_Hospitality-Berlin.html
Aga's Hotel,"Rhinstr. 42, 12681 Berlín Alemania",52.5162468,13.51977062,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1506828-Reviews-Aga_s_Hotel-Berlin.html
Airporthotel Berlin-Adlershof,"Rudower Chaussee 14, 12489 Berlín Alemania",52.43218613,13.53439713,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d1057809-Reviews-Airporthotel_Berlin_Adlershof-Berlin.html
Akademie Hotel Berlin,"Heinrich-Mann-Str. 29, 13156 Berlín Alemania",52.57235336,13.39375877,Hotels.com,,Expedia,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d230547-Reviews-Akademie_Hotel_Berlin-Berlin.html
Alaska Hostel,"Spandauer Damm 119, 14050 Berlín Alemania",52.51808167,13.2789402,Booking.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d17531396-Reviews-Alaska_Hostel-Berlin.html
Albrechtshof Hotel & Resaturant,"Albrechtstr. 8, 10117 Berlín Alemania",52.52212524,13.38440037,Booking.com,,Agoda.com,,Trip.com,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d200277-Reviews-Albrechtshof_Hotel_Resaturant-Berlin.html
Alcatraz Backpacker Hostel,"Schoenhauser Allee 133a, 10437 Berlín Alemania",52.54453278,13.41221142,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d288364-Reviews-Alcatraz_Backpacker_Hostel-Berlin.html
Alecsa Hotel am Olympiastadion,"Glockenturmstr. 30, 14055 Berlín Alemania",52.51066589,13.22109413,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d601236-Reviews-Alecsa_Hotel_am_Olympiastadion-Berlin.html
Alex Suite Berlin,"Courbierestr. 7 Schoneberg-Tempelhof, 10787 Berlín Alemania",52.50133896,13.34965992,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d6521039-Reviews-Alex_Suite_Berlin-Berlin.html
Alexander Suite,"Mollstr. 2, 10178 Berlín Alemania",52.52550125,13.4176302,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1223138-Reviews-Alexander_Suite-Berlin.html
Alexanderplatz Apartments,"Karl-Liebknecht-Str. 15, 10178 Berlín Alemania",52.52275085,13.41106319,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1744517-Reviews-Alexanderplatz_Apartments-Berlin.html
Alitania Apartments-Potsdamer Platz,"Marlene-Dietrich-Platz 3, 10785 Berlín Alemania",52.50759888,13.37310982,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d1185540-Reviews-Alitania_Apartments_Potsdamer_Platz-Berlin.html
All In Hostel,"Gruenberger Str. 54 Mitte, 10245 Berlín Alemania",52.51120377,13.45564842,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d572833-Reviews-All_In_Hostel-Berlin.html
Allee Apartments,"Baenschstr. 81, 10247 Berlín Alemania",52.51752853,13.47008991,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d2048974-Reviews-Allee_Apartments-Berlin.html
Allee Apartments Prenzlauer Berg,"Berliner Str. 103, 13189 Berlín Alemania",52.56277084,13.41327,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d2478523-Reviews-Allee_Apartments_Prenzlauer_Berg-Berlin.html
Allee-Hotel Berlin,"Koepenicker Allee 60-62, 10318 Berlín Alemania",52.4864006,13.53489971,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d565082-Reviews-Allee_Hotel_Berlin-Berlin.html
All-In-One,"Dovestr. 11/52, 10587 Berlín Alemania",52.49930954,13.40513992,Booking.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d15709787-Reviews-All_In_One-Berlin.html
Almodovar Hotel,"Boxhagener Str. 83, 10245 Berlín Alemania",52.50881195,13.46629047,Agoda.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d2572484-Reviews-Almodovar_Hotel-Berlin.html
Altstadt Spandau,"Wasserstrasse 4/8, 13597 Berlín Alemania",52.53679276,13.20664787,Hotels.com,,Expedia,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d529499-Reviews-Altstadt_Spandau-Berlin.html
Am Buschkrugpark,"Buschkrugallee 107, 12359 Berlín Alemania",52.45449448,13.45127964,Booking.com,,Agoda.com,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d529500-Reviews-Am_Buschkrugpark-Berlin.html
Am Olivaer Platz,"Leibnizstr. 57, 10629 Berlín Alemania",52.50215149,13.31309414,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d529501-Reviews-Am_Olivaer_Platz-Berlin.html
Amadeus am Kurfuerstendamm,"Sybelstr. 14, 10629 Berlín Alemania",52.50215149,13.30579853,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d623242-Reviews-Amadeus_am_Kurfuerstendamm-Berlin.html
Amanda,"5 Schorfheidestrasse, 13439 Berlín Alemania",52.59548569,13.34796619,Booking.com,,Agoda.com,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d20153187-Reviews-Amanda-Berlin.html
Amary City Residence,"Schillerstr. 50/51, 10627 Berlín Alemania",52.50979996,13.3012104,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d233871-Reviews-Amary_City_Residence-Berlin.html
Amaryl City-Hotel am Kurfuerstendamm,"Lietzenburger Str. 76, 10719 Berlín Alemania",52.50011063,13.32415009,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d529504-Reviews-Amaryl_City_Hotel_am_Kurfuerstendamm-Berlin.html
Amaya Motel,"Silbersteinstr. 5-7, 12051 Berlín Alemania",52.46738052,13.44108009,Hotels.com,,Booking.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d17538441-Reviews-Amaya_Motel-Berlin.html
AMBER ECONTEL HOTEL Berlin-Charlottenburg,"Soemmeringstr. 24-26, 10589 Berlín Alemania",52.52355957,13.30648994,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d199415-Reviews-AMBER_ECONTEL_HOTEL_Berlin_Charlottenburg-Berlin.html
Ambiente Apart,"Sredzkistr. 66, 10405 Berlín Alemania",52.53722,13.42241001,Booking.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d3329290-Reviews-Ambiente_Apart-Berlin.html
AMC Apartments,"Joachimsthaler Str. 19, 10719 Berlín Alemania",52.50115585,13.33079815,Agoda.com,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d2538363-Reviews-AMC_Apartments-Berlin.html
AMC Apartments - Bundesallee,"Bundesallee 201-203, 10717 Berlín Alemania",52.49415588,13.33121586,,,,,,,,,,,https://www.tripadvisor.es/Hotel_Review-g187323-d3617255-Reviews-AMC_Apartments_Bundesallee-Berlin.html
Amc Hotel - Schoneberg,"Geisbergstr. 30, 10777 Berlín Alemania",52.49750137,13.33889961,Booking.com,,Hotels.com,,Agoda.com,,Expedia,,Trip.com,,https://www.tripadvisor.es/Hotel_Review-g187323-d196257-Reviews-Amc_Hotel_Schoneberg-Berlin.html
