,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1995,Geuzenveld - Slotermeer,52.38413,4.75216,Eetcafe het Zwaantje,52.38122316371652,4.7509395284585105,Restaurant
1996,Geuzenveld - Slotermeer,52.38413,4.75216,Spaarnwoude (Deelplan Houtrak),52.38547024567753,4.755787542374748,Park
1997,Geuzenveld - Slotermeer,52.38413,4.75216,Action,52.38076803788677,4.751998941913224,Discount Store
1998,Geuzenveld - Slotermeer,52.38413,4.75216,Dirk van den Broek,52.3801564,4.7514571,Supermarket
1999,Geuzenveld - Slotermeer,52.38413,4.75216,Station Halfweg-Zwanenburg,52.385837053513505,4.746642703683236,Train Station
2000,Geuzenveld - Slotermeer,52.38413,4.75216,Museum Stoomgemaal Halfweg,52.3834511695781,4.751091561638007,Museum
2001,Geuzenveld - Slotermeer,52.38413,4.75216,Bushalte Oranje Nassaustraat,52.383450156220405,4.751128193703471,Bus Stop
2002,Geuzenveld - Slotermeer,52.38413,4.75216,De Herberg,52.38346916881579,4.75112421497364,Café
2003,Geuzenveld - Slotermeer,52.38413,4.75216,Speeltuintje Emmaplein,52.38344830544765,4.751160065055908,Playground
2004,Geuzenveld - Slotermeer,52.38413,4.75216,Cafetaria Halfweg,52.382583727444704,4.754406987044479,Fast Food Restaurant
2005,Geuzenveld - Slotermeer,52.38413,4.75216,Keizerskroon,52.38369900096877,4.7557275344780425,Bar
2006,Geuzenveld - Slotermeer,52.38413,4.75216,Nike Factory Store Amsterdam Sugar City,52.38541196315757,4.745862356947321,Sporting Goods Shop
2007,Geuzenveld - Slotermeer,52.38413,4.75216,Chinees Restaurant Gardenia,52.37986162549149,4.751713389094702,Asian Restaurant
2008,Osdorp,52.37463,4.75232,Kruidvat,52.37640806546629,4.747488498687744,Drugstore
2009,Osdorp,52.37463,4.75232,Echte Bakker E.C. van Nieuwburg,52.37561978289083,4.748479425090157,Bakery
2010,Osdorp,52.37463,4.75232,Volendammer Vishandel Tol,52.37670489995651,4.747844482312171,Snack Place
2011,Osdorp,52.37463,4.75232,Alex Rooms,52.377780195186645,4.74930703639984,Hotel
2012,Osdorp,52.37463,4.75232,Cafe Friends,52.37610352019711,4.746843765618184,Bar
2013,Osdorp,52.37463,4.75232,Lidl Zwanenburg,52.37768845055012,4.74902768465822,Supermarket
2014,Osdorp,52.37463,4.75232,Chinees Restaurant Saffier,52.376525253796345,4.74713751591185,Chinese Restaurant
2015,Osdorp,52.37463,4.75232,Doner Grillhuis Zwanenburg,52.37862362788866,4.7500136499605246,Middle Eastern Restaurant
2016,Osdorp,52.37463,4.75232,Intertoys,52.378673,4.750244,Toy / Game Store
2017,Osdorp,52.37463,4.75232,Primera,52.378946388277626,4.750506760936114,Convenience Store
2018,Osdorp,52.37463,4.75232,Osdorper,52.378962505826415,4.7505289236365895,Sandwich Place
2019,Osdorp,52.3553,4.75674,Bij Qunis,52.35342004314931,4.761323224334269,Restaurant
2020,Osdorp,52.3553,4.75674,ADG Stables Nederland,52.35337191705757,4.755070492032935,Farm
2021,Osdorp,52.3553,4.75674,Pius Floris Boomverzorging,52.3555643226944,4.761131492187916,Garden
2022,Osdorp,52.3553,4.75674,Gemaal De Lynden,52.35314086770985,4.761017560958862,Monument / Landmark
2023,Osdorp,52.3553,4.75674,Bushalte Gemaal Lijnden,52.352809951810436,4.76231458100721,Bus Stop
2024,Geuzenveld - Slotermeer,52.39813,4.749,Amsterdamse Golf Club,52.399463899474384,4.74585701545919,Golf Course
2025,Geuzenveld - Slotermeer,52.39813,4.749,AGC,52.39941850258325,4.745913989028438,Golf Course
2026,Geuzenveld - Slotermeer,52.39813,4.749,X-Ray @ AwakeFest,52.395255,4.746081,Piano Bar
2027,Geuzenveld - Slotermeer,52.39813,4.749,Brasserie Halverwege,52.395485,4.7532353,Bistro
2028,Geuzenveld - Slotermeer,52.38332,4.75081,Brasserie Het Gemaal,52.38274072995286,4.749965659864175,Restaurant
2029,Geuzenveld - Slotermeer,52.38332,4.75081,Eetcafe het Zwaantje,52.38122316371652,4.7509395284585105,Restaurant
2030,Geuzenveld - Slotermeer,52.38332,4.75081,Action,52.38076803788677,4.751998941913224,Discount Store
2031,Geuzenveld - Slotermeer,52.38332,4.75081,Albert Heijn,52.37900603118231,4.750099562588787,Supermarket
2032,Geuzenveld - Slotermeer,52.38332,4.75081,Spaarnwoude (Deelplan Houtrak),52.38547024567753,4.755787542374748,Park
2033,Geuzenveld - Slotermeer,52.38332,4.75081,Dirk van den Broek,52.3801564,4.7514571,Supermarket
2034,Geuzenveld - Slotermeer,52.38332,4.75081,Station Halfweg-Zwanenburg,52.385837053513505,4.746642703683236,Train Station
2035,Geuzenveld - Slotermeer,52.38332,4.75081,Museum Stoomgemaal Halfweg,52.3834511695781,4.751091561638007,Museum
2036,Geuzenveld - Slotermeer,52.38332,4.75081,Bushalte Oranje Nassaustraat,52.383450156220405,4.751128193703471,Bus Stop
2037,Geuzenveld - Slotermeer,52.38332,4.75081,De Herberg,52.38346916881579,4.75112421497364,Café
2038,Geuzenveld - Slotermeer,52.38332,4.75081,Speeltuintje Emmaplein,52.38344830544765,4.751160065055908,Playground
2039,Geuzenveld - Slotermeer,52.38332,4.75081,Cafetaria Halfweg,52.382583727444704,4.754406987044479,Fast Food Restaurant
2040,Geuzenveld - Slotermeer,52.38332,4.75081,Keizerskroon,52.38369900096877,4.7557275344780425,Bar
2041,Geuzenveld - Slotermeer,52.38332,4.75081,Chinees Restaurant Gardenia,52.37986162549149,4.751713389094702,Asian Restaurant
2042,Geuzenveld - Slotermeer,52.38332,4.75081,Nike Factory Store Amsterdam Sugar City,52.38541196315757,4.745862356947321,Sporting Goods Shop
2043,Geuzenveld - Slotermeer,52.38332,4.75081,Peter Van Ginkel Kunstenaarsbenodigdheden,52.379341,4.752033,Arts & Crafts Store
2044,Geuzenveld - Slotermeer,52.38332,4.75081,Amsterdam The Style Outlet,52.38552,4.744975,Outlet Mall
2045,Geuzenveld - Slotermeer,52.38332,4.75081,Jeruzalem,52.379175,4.7508246666666665,Pizza Place
2046,Geuzenveld - Slotermeer,52.38332,4.75081,Osdorper,52.378962505826415,4.7505289236365895,Sandwich Place
2047,Geuzenveld - Slotermeer,52.38332,4.75081,Primera,52.378946388277626,4.750506760936114,Convenience Store
2048,Osdorp,52.37989,4.74591,Eetcafe het Zwaantje,52.38122316371652,4.7509395284585105,Restaurant
2049,Osdorp,52.37989,4.74591,Brasserie Het Gemaal,52.38274072995286,4.749965659864175,Restaurant
2050,Osdorp,52.37989,4.74591,Albert Heijn,52.37900603118231,4.750099562588787,Supermarket
2051,Osdorp,52.37989,4.74591,Action,52.38076803788677,4.751998941913224,Discount Store
2052,Osdorp,52.37989,4.74591,Kruidvat,52.37640806546629,4.747488498687744,Drugstore
2053,Osdorp,52.37989,4.74591,Dirk van den Broek,52.3801564,4.7514571,Supermarket
2054,Osdorp,52.37989,4.74591,Jeruzalem,52.379175,4.7508246666666665,Pizza Place
2055,Osdorp,52.37989,4.74591,Volendammer Vishandel Tol,52.37670489995651,4.747844482312171,Snack Place
2056,Osdorp,52.37989,4.74591,Chinees Restaurant Gardenia,52.37986162549149,4.751713389094702,Asian Restaurant
2057,Osdorp,52.37989,4.74591,Peter Van Ginkel Kunstenaarsbenodigdheden,52.379341,4.752033,Arts & Crafts Store
2058,Osdorp,52.37989,4.74591,Cafe Friends,52.37610352019711,4.746843765618184,Bar
2059,Osdorp,52.37989,4.74591,Snackbar de IJsbreker,52.37766563588773,4.751510595361917,Snack Place
2060,De Aker - Nieuw Sloten,52.33417,4.79919,zwemschool vogel,52.335365394451884,4.794810165424971,Water Park
2061,De Aker - Nieuw Sloten,52.33417,4.79919,Later aan het water,52.33753150966372,4.794777138411776,Restaurant
2062,De Aker - Nieuw Sloten,52.33417,4.79919,Amrâth Apart Hotel,52.334087,4.797745,Hotel
2063,De Aker - Nieuw Sloten,52.33417,4.79919,Vin Diesel Cafe,52.3311855053197,4.7995443085240215,Café
2064,De Aker - Nieuw Sloten,52.33417,4.79919,Speeltuin Badhoevedorp,52.334221,4.794141,Playground
2065,De Aker - Nieuw Sloten,52.33417,4.79919,Sv Nieuw-Sloten,52.33567708098997,4.80400982016587,Athletics & Sports
2066,De Aker - Nieuw Sloten,52.33417,4.79919,Aviation Megastore Aalsmeerderbrug,52.33459400495878,4.793428611074385,Hobby Shop
2067,De Aker - Nieuw Sloten,52.33417,4.79919,Quick 1913,52.336766759429274,4.804806749977274,Baseball Field
2068,Geuzenveld - Slotermeer,52.38385,4.74538,Koffie bij Kaatje,52.38671939005524,4.743847191405554,Coffee Shop
2069,Geuzenveld - Slotermeer,52.38385,4.74538,Brasserie Het Gemaal,52.38274072995286,4.749965659864175,Restaurant
2070,Geuzenveld - Slotermeer,52.38385,4.74538,Starbucks,52.384374,4.74246,Coffee Shop
2071,Geuzenveld - Slotermeer,52.38385,4.74538,Eetcafe het Zwaantje,52.38122316371652,4.7509395284585105,Restaurant
2072,Geuzenveld - Slotermeer,52.38385,4.74538,Station Halfweg-Zwanenburg,52.385837053513505,4.746642703683236,Train Station
2073,Geuzenveld - Slotermeer,52.38385,4.74538,Amsterdam The Style Outlet,52.38552,4.744975,Outlet Mall
2074,Geuzenveld - Slotermeer,52.38385,4.74538,Nike Factory Store Amsterdam Sugar City,52.38541196315757,4.745862356947321,Sporting Goods Shop
2075,Geuzenveld - Slotermeer,52.38385,4.74538,Mama Bakerij,52.38208445636775,4.742234651965667,Bakery
2076,Geuzenveld - Slotermeer,52.38385,4.74538,Museum Stoomgemaal Halfweg,52.3834511695781,4.751091561638007,Museum
2077,Geuzenveld - Slotermeer,52.38385,4.74538,De Herberg,52.38346916881579,4.75112421497364,Café
2078,Geuzenveld - Slotermeer,52.38385,4.74538,Bushalte Oranje Nassaustraat,52.383450156220405,4.751128193703471,Bus Stop
2079,Geuzenveld - Slotermeer,52.38385,4.74538,Speeltuintje Emmaplein,52.38344830544765,4.751160065055908,Playground
2080,Geuzenveld - Slotermeer,52.38385,4.74538,Anne&Max,52.38548,4.73981,Coffee Shop
2081,Geuzenveld - Slotermeer,52.38385,4.74538,Joey Schaar Vespa Monteur Nederland,52.384673856125914,4.739222718227871,Other Repair Shop
2082,Osdorp,52.3709,4.74592,GroenRijk,52.37149056896984,4.746453415292882,Flower Shop
2083,Osdorp,52.3709,4.74592,Van Beem,52.371323,4.746478,Garden Center
2084,Osdorp,52.3709,4.74592,Park Zwanenburg Recreatiepark,52.37006635449061,4.749251562391574,Park
2085,Osdorp,52.3709,4.74592,Park Zwanenburg,52.37169092941606,4.74942220892569,Park
2086,Osdorp,52.3709,4.74592,Feesttent Zwanenburg,52.37181133318513,4.752601867557128,Concert Hall
2087,Osdorp,52.3709,4.74592,4 daags spektakel zwanenburg,52.37154722213745,4.7531211376190186,Music Venue
2088,Osdorp,52.3709,4.74592,red light district alkmaar,52.374539417363025,4.7500895028684385,Adult Boutique
2089,Osdorp,52.36139,4.75562,Strike Zone,52.361156,4.748679,Athletics & Sports
2090,Buitenveldert - Zuidas,52.325,4.81925,Boerderij Meerzicht,52.32639936654246,4.820931645253365,Creperie
2091,Buitenveldert - Zuidas,52.325,4.81925,The Lake Hotel Airport,52.325977,4.817104,Hotel
2092,Buitenveldert - Zuidas,52.325,4.81925,Veerpont Ome Piet,52.325495,4.818407,Boat or Ferry
2093,Buitenveldert - Zuidas,52.325,4.81925,Grand Café Restaurant Meerzicht Badhoevedorp,52.326160596203565,4.817457212879363,Diner
2094,Buitenveldert - Zuidas,52.325,4.81925,Jachthaven Driessen,52.328149297859866,4.816530725283169,Harbor / Marina
2095,Buitenveldert - Zuidas,52.325,4.81925,E.W. Driessen,52.32819071243072,4.81649563564789,Harbor / Marina
2096,Buitenveldert - Zuidas,52.325,4.81925,De Hot-spot,52.32878393713788,4.8167899783938175,Fast Food Restaurant
2097,Buitenveldert - Zuidas,52.325,4.81925,Jachthaven De Boekanier,52.328702702023556,4.816209385962981,Harbor / Marina
2098,De Aker - Nieuw Sloten,52.34196,4.7774,De Lekkerste Apotheek,52.338996,4.778745,Chocolate Shop
2099,De Aker - Nieuw Sloten,52.34196,4.7774,Waterwolf Gastrobar,52.338199,4.779242,Restaurant
2100,De Aker - Nieuw Sloten,52.34196,4.7774,Albert Heijn,52.33859045564391,4.777807772189865,Supermarket
2101,De Aker - Nieuw Sloten,52.34196,4.7774,Kruidvat,52.339003,4.778528,Drugstore
2102,De Aker - Nieuw Sloten,52.34196,4.7774,Lidl,52.33856172657041,4.77881938627264,Supermarket
2103,De Aker - Nieuw Sloten,52.34196,4.7774,Zwembad Sportplaza,52.34307618910862,4.7738999166832246,Pool
2104,De Aker - Nieuw Sloten,52.34196,4.7774,Avondvierdaagse Start/finish,52.34235824807665,4.77323855119256,Trail
2105,De Aker - Nieuw Sloten,52.34196,4.7774,Tvb,52.341266,4.772861,Park
2106,De Aker - Nieuw Sloten,52.34196,4.7774,Kwalitaria,52.3390728294235,4.77774717723223,Snack Place
2107,De Aker - Nieuw Sloten,52.34196,4.7774,Bushalte Lorentzplein,52.33884554395643,4.777607310810976,Bus Stop
2108,De Aker - Nieuw Sloten,52.34196,4.7774,Boekhandel Jaspers,52.33951940116241,4.780730851213699,Bookstore
2109,De Aker - Nieuw Sloten,52.34196,4.7774,Brilservice Badhoevedorp,52.339352,4.78087,Optical Shop
2110,De Aker - Nieuw Sloten,52.34196,4.7774,Etos Badhoevedorp,52.338848290911216,4.779672524856432,Drugstore
2111,De Aker - Nieuw Sloten,52.34196,4.7774,Winkelcentrum Badhoevedorp,52.33896454790891,4.780424883489047,Shopping Mall
2112,Geuzenveld - Slotermeer,52.386787,4.74687,Koffie bij Kaatje,52.38671939005524,4.743847191405554,Coffee Shop
2113,Geuzenveld - Slotermeer,52.386787,4.74687,Brasserie Het Gemaal,52.38274072995286,4.749965659864175,Restaurant
2114,Geuzenveld - Slotermeer,52.386787,4.74687,Starbucks,52.384374,4.74246,Coffee Shop
2115,Geuzenveld - Slotermeer,52.386787,4.74687,Station Halfweg-Zwanenburg,52.385837053513505,4.746642703683236,Train Station
2116,Geuzenveld - Slotermeer,52.386787,4.74687,Amsterdam The Style Outlet,52.38552,4.744975,Outlet Mall
2117,Geuzenveld - Slotermeer,52.386787,4.74687,Bushalte Oranje Nassaustraat,52.383450156220405,4.751128193703471,Bus Stop
2118,Geuzenveld - Slotermeer,52.39831,4.75148,Amsterdamse Golf Club,52.399463899474384,4.74585701545919,Golf Course
2119,Geuzenveld - Slotermeer,52.39831,4.75148,DroomPark Spaarnwoude,52.39597212825113,4.7563786083434385,Campground
2120,Geuzenveld - Slotermeer,52.39831,4.75148,Brasserie Halverwege,52.395485,4.7532353,Bistro
2121,Geuzenveld - Slotermeer,52.39831,4.75148,AGC,52.39941850258325,4.745913989028438,Golf Course
2122,Geuzenveld - Slotermeer,52.39831,4.75148,Camping Droompark,52.39513044835533,4.754747694112761,Campground
2123,Geuzenveld - Slotermeer,52.39831,4.75148,X-Ray @ AwakeFest,52.395255,4.746081,Piano Bar
2124,De Aker - Nieuw Sloten,52.33455,4.7738,Hotel de Herbergh Amsterdam Airport,52.33463881554216,4.773563256020503,Hotel
2125,De Aker - Nieuw Sloten,52.33455,4.7738,Health City,52.334043156353154,4.7715342141618695,Gym / Fitness Center
2126,De Aker - Nieuw Sloten,52.33455,4.7738,Ramada,52.33388,4.771879,Hotel
2127,De Aker - Nieuw Sloten,52.33455,4.7738,Brasserie La Bouche,52.33449119689068,4.773769266663689,French Restaurant
2128,De Aker - Nieuw Sloten,52.33455,4.7738,Trattoria La Bocca,52.33455330099516,4.773959294141809,Italian Restaurant
2129,De Aker - Nieuw Sloten,52.33455,4.7738,Vomar,52.33658840420471,4.777659914552816,Supermarket
2130,De Aker - Nieuw Sloten,52.33455,4.7738,Restaurant Sun Wing,52.33611676489182,4.780188210003469,Chinese Restaurant
2131,De Aker - Nieuw Sloten,52.33455,4.7738,Sperwerstraat,52.334404,4.780736,Bike Trail
2132,De Aker - Nieuw Sloten,52.34279,4.78075,Theehuis de Akermolen,52.34601173648387,4.781351305760543,Tea Room
2133,De Aker - Nieuw Sloten,52.34279,4.78075,De Lekkerste Apotheek,52.338996,4.778745,Chocolate Shop
2134,De Aker - Nieuw Sloten,52.34279,4.78075,Kruidvat,52.339003,4.778528,Drugstore
2135,De Aker - Nieuw Sloten,52.34279,4.78075,Van Beek Art Supplies,52.3432849971972,4.784656141843891,Paper / Office Supplies Store
2136,De Aker - Nieuw Sloten,52.34279,4.78075,Lidl,52.33856172657041,4.77881938627264,Supermarket
2137,De Aker - Nieuw Sloten,52.34279,4.78075,Boekhandel Jaspers,52.33951940116241,4.780730851213699,Bookstore
2138,De Aker - Nieuw Sloten,52.34279,4.78075,Brilservice Badhoevedorp,52.339352,4.78087,Optical Shop
2139,De Aker - Nieuw Sloten,52.34279,4.78075,Winkelcentrum Badhoevedorp,52.33896454790891,4.780424883489047,Shopping Mall
2140,De Aker - Nieuw Sloten,52.34279,4.78075,Etos Badhoevedorp,52.338848290911216,4.779672524856432,Drugstore
2141,De Aker - Nieuw Sloten,52.34279,4.78075,Kwalitaria,52.3390728294235,4.77774717723223,Snack Place
2142,De Aker - Nieuw Sloten,52.34279,4.78075,Zwembad Sportplaza,52.34307618910862,4.7738999166832246,Pool
2143,De Aker - Nieuw Sloten,52.34279,4.78075,Harlaar Märklin Modeltrein,52.34205809743708,4.787551058947342,Hobby Shop
2144,De Aker - Nieuw Sloten,52.34279,4.78075,Bushalte Lorentzplein,52.33884554395643,4.777607310810976,Bus Stop
2145,De Aker - Nieuw Sloten,52.34163,4.78186,De Lekkerste Apotheek,52.338996,4.778745,Chocolate Shop
2146,De Aker - Nieuw Sloten,52.34163,4.78186,Waterwolf Gastrobar,52.338199,4.779242,Restaurant
2147,De Aker - Nieuw Sloten,52.34163,4.78186,Theehuis de Akermolen,52.34601173648387,4.781351305760543,Tea Room
2148,De Aker - Nieuw Sloten,52.34163,4.78186,Albert Heijn,52.33859045564391,4.777807772189865,Supermarket
2149,De Aker - Nieuw Sloten,52.34163,4.78186,Kruidvat,52.339003,4.778528,Drugstore
2150,De Aker - Nieuw Sloten,52.34163,4.78186,Lidl,52.33856172657041,4.77881938627264,Supermarket
2151,De Aker - Nieuw Sloten,52.34163,4.78186,Boekhandel Jaspers,52.33951940116241,4.780730851213699,Bookstore
2152,De Aker - Nieuw Sloten,52.34163,4.78186,Brilservice Badhoevedorp,52.339352,4.78087,Optical Shop
2153,De Aker - Nieuw Sloten,52.34163,4.78186,Van Beek Art Supplies,52.3432849971972,4.784656141843891,Paper / Office Supplies Store
2154,De Aker - Nieuw Sloten,52.34163,4.78186,Winkelcentrum Badhoevedorp,52.33896454790891,4.780424883489047,Shopping Mall
2155,De Aker - Nieuw Sloten,52.34163,4.78186,Etos Badhoevedorp,52.338848290911216,4.779672524856432,Drugstore
2156,De Aker - Nieuw Sloten,52.34163,4.78186,Harlaar Märklin Modeltrein,52.34205809743708,4.787551058947342,Hobby Shop
2157,De Aker - Nieuw Sloten,52.34163,4.78186,Kwalitaria,52.3390728294235,4.77774717723223,Snack Place
2158,De Aker - Nieuw Sloten,52.34163,4.78186,Bushalte Lorentzplein,52.33884554395643,4.777607310810976,Bus Stop
2159,De Aker - Nieuw Sloten,52.34163,4.78186,Bushalte Havikstraat,52.337775580012014,4.7829612399996435,Bus Stop
2160,De Aker - Nieuw Sloten,52.34163,4.78186,Petite Fleur,52.338274,4.786608513933353,Flower Shop
2161,De Aker - Nieuw Sloten,52.34638,4.77601,Fitnessclub Friends 4 Life,52.348280989554844,4.769408704266727,Gym / Fitness Center
2162,De Aker - Nieuw Sloten,52.34638,4.77601,Theehuis de Akermolen,52.34601173648387,4.781351305760543,Tea Room
2163,De Aker - Nieuw Sloten,52.34638,4.77601,Nike Town Badhoevedorp,52.34769815503389,4.773500735423971,Museum
2164,De Aker - Nieuw Sloten,52.34638,4.77601,Zwembad Sportplaza,52.34307618910862,4.7738999166832246,Pool
2165,De Aker - Nieuw Sloten,52.34638,4.77601,Avondvierdaagse Start/finish,52.34235824807665,4.77323855119256,Trail
2166,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,Spaarnwoude (Deelplan Houtrak),52.38547024567753,4.755787542374748,Park
2167,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,Keizerskroon,52.38369900096877,4.7557275344780425,Bar
2168,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,Cafetaria Halfweg,52.382583727444704,4.754406987044479,Fast Food Restaurant
2169,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,De Herberg,52.38346916881579,4.75112421497364,Café
2170,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,Speeltuintje Emmaplein,52.38344830544765,4.751160065055908,Playground
2171,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,Bushalte Oranje Nassaustraat,52.383450156220405,4.751128193703471,Bus Stop
2172,Geuzenveld - Slotermeer,52.38643642054135,4.755973721800708,Museum Stoomgemaal Halfweg,52.3834511695781,4.751091561638007,Museum
2173,De Aker - Nieuw Sloten,52.3353,4.77527,Hotel de Herbergh Amsterdam Airport,52.33463881554216,4.773563256020503,Hotel
2174,De Aker - Nieuw Sloten,52.3353,4.77527,Brasserie La Bouche,52.33449119689068,4.773769266663689,French Restaurant
2175,De Aker - Nieuw Sloten,52.3353,4.77527,Ramada,52.33388,4.771879,Hotel
2176,De Aker - Nieuw Sloten,52.3353,4.77527,Health City,52.334043156353154,4.7715342141618695,Gym / Fitness Center
2177,De Aker - Nieuw Sloten,52.3353,4.77527,Vomar,52.33658840420471,4.777659914552816,Supermarket
2178,De Aker - Nieuw Sloten,52.3353,4.77527,De Lekkerste Apotheek,52.338996,4.778745,Chocolate Shop
2179,De Aker - Nieuw Sloten,52.3353,4.77527,Waterwolf Gastrobar,52.338199,4.779242,Restaurant
2180,De Aker - Nieuw Sloten,52.3353,4.77527,Trattoria La Bocca,52.33455330099516,4.773959294141809,Italian Restaurant
2181,De Aker - Nieuw Sloten,52.3353,4.77527,Albert Heijn,52.33859045564391,4.777807772189865,Supermarket
2182,De Aker - Nieuw Sloten,52.3353,4.77527,Kruidvat,52.339003,4.778528,Drugstore
2183,De Aker - Nieuw Sloten,52.3353,4.77527,Lidl,52.33856172657041,4.77881938627264,Supermarket
2184,De Aker - Nieuw Sloten,52.3353,4.77527,Restaurant Sun Wing,52.33611676489182,4.780188210003469,Chinese Restaurant
2185,De Aker - Nieuw Sloten,52.3353,4.77527,Sperwerstraat,52.334404,4.780736,Bike Trail
2186,De Aker - Nieuw Sloten,52.3353,4.77527,Sigarenmagazijn van Wijk,52.33879100000001,4.779605699999999,Smoke Shop
2187,De Aker - Nieuw Sloten,52.3353,4.77527,Bushalte Kamerlingh Onneslaan,52.3397553430812,4.775670458261942,Bus Stop
2188,Geuzenveld - Slotermeer,52.39667,4.75324,DroomPark Spaarnwoude,52.39597212825113,4.7563786083434385,Campground
2189,Geuzenveld - Slotermeer,52.39667,4.75324,Brasserie Halverwege,52.395485,4.7532353,Bistro
2190,Geuzenveld - Slotermeer,52.39667,4.75324,Camping Droompark,52.39513044835533,4.754747694112761,Campground
2191,Geuzenveld - Slotermeer,52.39667,4.75324,Paintball Jungle,52.396254,4.758778,Paintball Field
2192,De Aker - Nieuw Sloten,52.33451,4.79228,zwemschool vogel,52.335365394451884,4.794810165424971,Water Park
2193,De Aker - Nieuw Sloten,52.33451,4.79228,Later aan het water,52.33753150966372,4.794777138411776,Restaurant
2194,De Aker - Nieuw Sloten,52.33451,4.79228,Oliebollenkraam Zeemanlaan,52.33338341626724,4.790807425296844,Food Stand
2195,De Aker - Nieuw Sloten,52.33451,4.79228,Aviation Megastore Aalsmeerderbrug,52.33459400495878,4.793428611074385,Hobby Shop
2196,De Aker - Nieuw Sloten,52.33451,4.79228,Voetbalveld Rijstvogelstraat,52.333429299519224,4.790783966992639,Soccer Field
2197,De Aker - Nieuw Sloten,52.33451,4.79228,Spronk Fruitspecialist,52.333450675300504,4.790689750493928,Farmers Market
2198,De Aker - Nieuw Sloten,52.33451,4.79228,Speeltuin Badhoevedorp,52.334221,4.794141,Playground
2199,De Aker - Nieuw Sloten,52.33451,4.79228,Bushalte Rijstvogelstraat,52.33586352768354,4.790135622024536,Bus Stop
2200,De Aker - Nieuw Sloten,52.33451,4.79228,Amrâth Apart Hotel,52.334087,4.797745,Hotel
2201,Osdorp,52.3759069,4.756998299999999,Biggentuin,52.375201,4.753714,BBQ Joint
2202,Osdorp,52.3759069,4.756998299999999,Restaurant Zwanenburg Hotel Haarlemmermeer,52.3757066,4.7501341,Hotel
2203,Osdorp,52.3759069,4.756998299999999,Oude Halfweg Kantine,52.371726929509926,4.758262192045127,Soccer Field
2204,Osdorp,52.3759069,4.756998299999999,red light district alkmaar,52.374539417363025,4.7500895028684385,Adult Boutique
2205,Osdorp,52.3759069,4.756998299999999,Speelgoed en Fun,52.3755499,4.76428,Business Service
2206,De Aker - Nieuw Sloten,52.33953,4.78392,De Lekkerste Apotheek,52.338996,4.778745,Chocolate Shop
2207,De Aker - Nieuw Sloten,52.33953,4.78392,Waterwolf Gastrobar,52.338199,4.779242,Restaurant
2208,De Aker - Nieuw Sloten,52.33953,4.78392,Albert Heijn,52.33859045564391,4.777807772189865,Supermarket
2209,De Aker - Nieuw Sloten,52.33953,4.78392,Kruidvat,52.339003,4.778528,Drugstore
2210,De Aker - Nieuw Sloten,52.33953,4.78392,Lidl,52.33856172657041,4.77881938627264,Supermarket
2211,De Aker - Nieuw Sloten,52.33953,4.78392,Bushalte Havikstraat,52.337775580012014,4.7829612399996435,Bus Stop
2212,De Aker - Nieuw Sloten,52.33953,4.78392,Brilservice Badhoevedorp,52.339352,4.78087,Optical Shop
2213,De Aker - Nieuw Sloten,52.33953,4.78392,Boekhandel Jaspers,52.33951940116241,4.780730851213699,Bookstore
2214,De Aker - Nieuw Sloten,52.33953,4.78392,Osdorper Kaashandel,52.339362857594544,4.780649501732632,Cheese Shop
2215,De Aker - Nieuw Sloten,52.33953,4.78392,Petite Fleur,52.338274,4.786608513933353,Flower Shop
2216,De Aker - Nieuw Sloten,52.33953,4.78392,Winkelcentrum Badhoevedorp,52.33896454790891,4.780424883489047,Shopping Mall
2217,De Aker - Nieuw Sloten,52.33953,4.78392,Etos Badhoevedorp,52.338848290911216,4.779672524856432,Drugstore
2218,De Aker - Nieuw Sloten,52.33953,4.78392,B&O Flagship Store,52.340784,4.778914,Multiplex
2219,De Aker - Nieuw Sloten,52.33953,4.78392,Harlaar Märklin Modeltrein,52.34205809743708,4.787551058947342,Hobby Shop
2220,De Aker - Nieuw Sloten,52.33953,4.78392,Van Beek Art Supplies,52.3432849971972,4.784656141843891,Paper / Office Supplies Store
2221,De Aker - Nieuw Sloten,52.33953,4.78392,Kwalitaria,52.3390728294235,4.77774717723223,Snack Place
2222,De Aker - Nieuw Sloten,52.33953,4.78392,Bushalte Lorentzplein,52.33884554395643,4.777607310810976,Bus Stop
2223,De Aker - Nieuw Sloten,52.33953,4.78392,Ponne Dansschool,52.335635391919176,4.782882842743587,Music Venue
2224,De Aker - Nieuw Sloten,52.33953,4.78392,Restaurant Sun Wing,52.33611676489182,4.780188210003469,Chinese Restaurant
2225,De Aker - Nieuw Sloten,52.33953,4.78392,Kapsalon Aat Snijders,52.33584251995351,4.779974102036532,Cosmetics Shop
2226,Buitenveldert - Zuidas,52.3256,4.81751,Boerderij Meerzicht,52.32639936654246,4.820931645253365,Creperie
2227,Buitenveldert - Zuidas,52.3256,4.81751,The Lake Hotel Airport,52.325977,4.817104,Hotel
